season,week,team,off_clutch_epa,off_clutch_plays,def_clutch_epa,def_clutch_plays
2008,5,NYG,0.0,0.0,0.0,0.0
2008,5,DEN,-0.6901218795683235,7.0,0.01796074153821703,1.0
2008,5,TB,0.01796074153821703,1.0,-0.6901218795683235,7.0
2008,5,TEN,2.1220363272047953,14.0,-3.449234029336367,6.0
2008,5,BAL,-3.449234029336367,6.0,2.1220363272047953,14.0
2008,5,PHI,0.0,0.0,-0.7084525891114026,9.0
2008,5,WAS,-0.7084525891114026,9.0,0.0,0.0
2008,6,BAL,0.0,0.0,0.0,0.0
2008,6,IND,0.0,0.0,0.0,0.0
2008,6,CAR,0.0,0.0,0.0,0.0
2008,6,TB,0.0,0.0,0.0,0.0
2008,6,ATL,1.2181106737698428,8.0,5.9466989108972585,13.0
2008,6,CHI,5.9466989108972585,13.0,1.2181106737698428,8.0
2008,6,NYJ,2.234563749865629,4.0,0.0,0.0
2008,6,CIN,0.0,0.0,2.234563749865629,4.0
2008,6,ARI,-2.1306888004764915,9.0,2.586335656207722,8.0
2008,6,DAL,2.586335656207722,8.0,-2.1306888004764915,9.0
2008,6,MIN,2.1950095179490745,12.0,-1.614109657908557,4.0
2008,6,DET,-1.614109657908557,4.0,2.1950095179490745,12.0
2008,6,SEA,0.0,0.0,0.0,0.0
2008,6,GB,0.0,0.0,0.0,0.0
2008,6,DEN,0.0,0.0,-0.5250260913744569,11.0
2008,6,JAX,-0.5250260913744569,11.0,0.0,0.0
2008,6,HOU,5.44012328649126,14.0,6.170206549697524,12.0
2008,6,MIA,6.170206549697524,12.0,5.44012328649126,14.0
2008,6,LAC,0.0,0.0,0.0,0.0
2008,6,NE,0.0,0.0,0.0,0.0
2008,6,CLE,0.0,0.0,0.0,0.0
2008,6,NYG,0.0,0.0,0.0,0.0
2008,6,NO,0.0,0.0,0.0,0.0
2008,6,LV,0.0,0.0,0.0,0.0
2008,6,PHI,-0.2726653692079708,4.0,-10.84327783039771,7.0
2008,6,SF,-10.84327783039771,7.0,-0.2726653692079708,4.0
2008,6,WAS,4.1275841100766675,4.0,2.320846288697794,11.0
2008,6,LA,2.320846288697794,11.0,4.1275841100766675,4.0
2008,7,MIA,0.0,0.0,0.0,0.0
2008,7,BAL,0.0,0.0,0.0,0.0
2008,7,CLE,0.35624798810761416,9.0,-1.5160884998040274,6.0
2008,7,WAS,-1.5160884998040274,6.0,0.35624798810761416,9.0
2008,7,DAL,0.0,0.0,0.0,0.0
2008,7,LA,0.0,0.0,0.0,0.0
2008,7,DEN,0.0,0.0,0.0,0.0
2008,7,NE,0.0,0.0,0.0,0.0
2008,7,HOU,-0.6004753345914651,9.0,0.06934207744779997,1.0
2008,7,DET,0.06934207744779997,1.0,-0.6004753345914651,9.0
2008,7,GB,0.0,0.0,0.0,0.0
2008,7,IND,0.0,0.0,0.0,0.0
2008,7,MIN,-1.90837330184445,3.0,-2.5744083408499137,8.0
2008,7,CHI,-2.5744083408499137,8.0,-1.90837330184445,3.0
2008,7,CAR,0.0,0.0,0.0,0.0
2008,7,NO,0.0,0.0,0.0,0.0
2008,7,LV,-1.4796637656691018,15.0,-1.2295367939514108,18.0
2008,7,NYJ,-1.2295367939514108,18.0,-1.4796637656691018,15.0
2008,7,PIT,0.0,0.0,0.0,0.0
2008,7,CIN,0.0,0.0,0.0,0.0
2008,7,LAC,0.0,0.0,0.613040468771942,5.0
2008,7,BUF,0.613040468771942,5.0,0.0,0.0
2008,7,SEA,0.0,0.0,0.0,0.0
2008,7,TB,0.0,0.0,0.0,0.0
2008,7,SF,0.0,0.0,0.0,0.0
2008,7,NYG,0.0,0.0,0.0,0.0
2008,7,KC,0.0,0.0,0.0,0.0
2008,7,TEN,0.0,0.0,0.0,0.0
2008,8,CAR,-0.07187379198148847,9.0,0.0,0.0
2008,8,ARI,0.0,0.0,-0.07187379198148847,9.0
2008,8,ATL,0.01796074153821703,1.0,6.500014872988686,8.0
2008,8,PHI,6.500014872988686,8.0,0.01796074153821703,1.0
2008,8,MIA,-1.843298939667875,3.0,0.0,0.0
2008,8,BUF,0.0,0.0,-1.843298939667875,3.0
2008,8,CIN,0.0,0.0,0.0,0.0
2008,8,HOU,0.0,0.0,0.0,0.0
2008,8,CLE,-5.779528314771596,11.0,-7.095515973109286,15.0
2008,8,JAX,-7.095515973109286,15.0,-5.779528314771596,11.0
2008,8,TEN,0.7176830419630278,2.0,0.0,0.0
2008,8,IND,0.0,0.0,0.7176830419630278,2.0
2008,8,NYJ,4.4558069014499315,8.0,-2.9351615317864344,11.0
2008,8,KC,-2.9351615317864344,11.0,4.4558069014499315,8.0
2008,8,NYG,-0.4316579507387823,10.0,-3.593813216779381,9.0
2008,8,PIT,-3.593813216779381,9.0,-0.4316579507387823,10.0
2008,8,LV,0.0,0.0,0.0,0.0
2008,8,BAL,0.0,0.0,0.0,0.0
2008,8,NO,-3.65180179302115,6.0,-0.8597216223133728,13.0
2008,8,LAC,-0.8597216223133728,13.0,-3.65180179302115,6.0
2008,8,SEA,0.0,0.0,0.0,0.0
2008,8,SF,0.0,0.0,0.0,0.0
2008,8,LA,-3.0107041315641254,14.0,0.606071421357,9.0
2008,8,NE,0.606071421357,9.0,-3.0107041315641254,14.0
2008,8,DAL,-0.07276287558488548,2.0,-0.7272812817245722,16.0
2008,8,TB,-0.7272812817245722,16.0,-0.07276287558488548,2.0
2008,8,WAS,0.0717521058395505,8.0,-2.2336929973680526,8.0
2008,8,DET,-2.2336929973680526,8.0,0.0717521058395505,8.0
2008,9,ARI,0.0,0.0,0.0,0.0
2008,9,LA,0.0,0.0,0.0,0.0
2008,9,LV,0.0,0.0,0.0,0.0
2008,9,ATL,0.0,0.0,0.0,0.0
2008,9,CLE,-9.514619308407418,6.0,-1.2027695489814505,5.0
2008,9,BAL,-1.2027695489814505,5.0,-9.514619308407418,6.0
2008,9,NYG,0.0,0.0,0.0,0.0
2008,9,DAL,0.0,0.0,0.0,0.0
2008,9,DET,-4.471248047600966,15.0,-4.754741991579067,8.0
2008,9,CHI,-4.754741991579067,8.0,-4.471248047600966,15.0
2008,9,GB,-0.38306860311422497,8.0,-0.974969565635547,11.0
2008,9,TEN,-0.974969565635547,11.0,-0.38306860311422497,8.0
2008,9,MIN,-6.607365664793178,7.0,-5.876363116907295,5.0
2008,9,HOU,-5.876363116907295,5.0,-6.607365664793178,7.0
2008,9,JAX,5.306052820422454,11.0,-0.41384851982002147,6.0
2008,9,CIN,-0.41384851982002147,6.0,5.306052820422454,11.0
2008,9,DEN,0.0,0.0,2.8480131963776776,5.0
2008,9,MIA,2.8480131963776776,5.0,0.0,0.0
2008,9,IND,-0.7322155857691541,6.0,-4.30127486033598,6.0
2008,9,NE,-4.30127486033598,6.0,-0.7322155857691541,6.0
2008,9,NYJ,-0.7393157915794291,6.0,0.0,0.0
2008,9,BUF,0.0,0.0,-0.7393157915794291,6.0
2008,9,PHI,0.0,0.0,0.0,0.0
2008,9,SEA,0.0,0.0,0.0,0.0
2008,9,WAS,0.0,0.0,0.0,0.0
2008,9,PIT,0.0,0.0,0.0,0.0
2008,9,KC,-2.549553707416635,8.0,2.1845519071067683,11.0
2008,9,TB,2.1845519071067683,11.0,-2.549553707416635,8.0
2008,10,HOU,0.0,0.0,0.0,0.0
2008,10,BAL,0.0,0.0,0.0,0.0
2008,10,BUF,0.0,0.0,0.0,0.0
2008,10,NE,0.0,0.0,0.0,0.0
2008,10,LV,-4.000455130706541,2.0,-0.05549779476132244,8.0
2008,10,CAR,-0.05549779476132244,8.0,-4.000455130706541,2.0
2008,10,DEN,4.506374865949282,17.0,-1.0530150690422042,7.0
2008,10,CLE,-1.0530150690422042,7.0,4.506374865949282,17.0
2008,10,GB,-0.8162784717278555,6.0,5.47614717145044,7.0
2008,10,MIN,5.47614717145044,7.0,-0.8162784717278555,6.0
2008,10,PIT,-4.480447407520842,16.0,3.5115385391443388,5.0
2008,10,IND,3.5115385391443388,5.0,-4.480447407520842,16.0
2008,10,DET,0.0,0.0,0.0,0.0
2008,10,JAX,0.0,0.0,0.0,0.0
2008,10,LAC,-1.2816960472264327,6.0,4.403249256007373,18.0
2008,10,KC,4.403249256007373,18.0,-1.2816960472264327,6.0
2008,10,NO,0.0,0.0,0.0,0.0
2008,10,ATL,0.0,0.0,0.0,0.0
2008,10,NYG,-3.8037731260992587,7.0,-2.3622429359238595,6.0
2008,10,PHI,-2.3622429359238595,6.0,-3.8037731260992587,7.0
2008,10,MIA,-1.9193705972284079,6.0,3.19839023314137,15.0
2008,10,SEA,3.19839023314137,15.0,-1.9193705972284079,6.0
2008,10,SF,-2.9752597869955935,19.0,-1.4888553632043768,7.0
2008,10,ARI,-1.4888553632043768,7.0,-2.9752597869955935,19.0
2008,10,NYJ,0.0,0.0,0.0,0.0
2008,10,LA,0.0,0.0,0.0,0.0
2008,10,TEN,-4.117236093909014,12.0,-3.7439118502036317,5.0
2008,10,CHI,-3.7439118502036317,5.0,-4.117236093909014,12.0
2008,11,ARI,-2.862049832707271,11.0,-3.6723260942380875,4.0
2008,11,SEA,-3.6723260942380875,4.0,-2.862049832707271,11.0
2008,11,BAL,0.0,0.0,0.0,0.0
2008,11,NYG,0.0,0.0,0.0,0.0
2008,11,GB,0.0,0.0,0.0,0.0
2008,11,CHI,0.0,0.0,0.0,0.0
2008,11,BUF,3.905884223063139,11.0,2.4043845606502146,10.0
2008,11,CLE,2.4043845606502146,10.0,3.905884223063139,11.0
2008,11,DAL,-2.6883910929900594,10.0,0.0,0.0
2008,11,WAS,0.0,0.0,-2.6883910929900594,10.0
2008,11,ATL,-3.2763885296299122,11.0,-1.6274593448615633,3.0
2008,11,DEN,-1.6274593448615633,3.0,-3.2763885296299122,11.0
2008,11,DET,-5.648346539848717,1.0,1.3604972018845265,2.0
2008,11,CAR,1.3604972018845265,2.0,-5.648346539848717,1.0
2008,11,HOU,-0.5371309471083805,6.0,-0.04417399992235005,10.0
2008,11,IND,-0.04417399992235005,10.0,-0.5371309471083805,6.0
2008,11,MIN,-7.1001036313246,8.0,-7.422964644152671,12.0
2008,11,TB,-7.422964644152671,12.0,-7.1001036313246,8.0
2008,11,NO,-0.7273772845510393,4.0,0.0,0.0
2008,11,KC,0.0,0.0,-0.7273772845510393,4.0
2008,11,NYJ,0.8749458234276508,13.0,4.948442034020217,15.0
2008,11,NE,4.948442034020217,15.0,0.8749458234276508,13.0
2008,11,LV,-0.08695562346406494,4.0,-4.287338309804909,12.0
2008,11,MIA,-4.287338309804909,12.0,-0.08695562346406494,4.0
2008,11,CIN,-8.1544371448108,24.0,-7.655177086882759,18.0
2008,11,PHI,-7.655177086882759,18.0,-8.1544371448108,24.0
2008,11,LAC,-0.002673492970643565,2.0,0.17676242225570604,11.0
2008,11,PIT,0.17676242225570604,11.0,-0.002673492970643565,2.0
2008,11,LA,0.0,0.0,0.0,0.0
2008,11,SF,0.0,0.0,0.0,0.0
2008,11,TEN,3.9555575452395715,2.0,0.0,0.0
2008,11,JAX,0.0,0.0,3.9555575452395715,2.0
2008,12,KC,0.0,0.0,0.0,0.0
2008,12,BUF,0.0,0.0,0.0,0.0
2008,12,ATL,0.0,0.0,0.0,0.0
2008,12,CAR,0.0,0.0,0.0,0.0
2008,12,CHI,0.0,0.0,0.0,0.0
2008,12,LA,0.0,0.0,0.0,0.0
2008,12,CIN,0.0,0.0,0.0,0.0
2008,12,PIT,0.0,0.0,0.0,0.0
2008,12,GB,0.0,0.0,0.0,0.0
2008,12,NO,0.0,0.0,0.0,0.0
2008,12,HOU,0.0,0.0,0.0,0.0
2008,12,CLE,0.0,0.0,0.0,0.0
2008,12,IND,1.0854555290425196,12.0,2.6153489050921053,9.0
2008,12,LAC,2.6153489050921053,9.0,1.0854555290425196,12.0
2008,12,MIN,0.0,0.0,0.0,0.0
2008,12,JAX,0.0,0.0,0.0,0.0
2008,12,NE,0.0,0.0,0.0,0.0
2008,12,MIA,0.0,0.0,0.0,0.0
2008,12,NYG,2.3100725208059885,10.0,0.0,0.0
2008,12,ARI,0.0,0.0,2.3100725208059885,10.0
2008,12,TEN,0.0,0.0,0.0,0.0
2008,12,NYJ,0.0,0.0,0.0,0.0
2008,12,LV,0.0,0.0,0.0,0.0
2008,12,DEN,0.0,0.0,0.0,0.0
2008,12,PHI,0.0,0.0,0.0,0.0
2008,12,BAL,0.0,0.0,0.0,0.0
2008,12,SF,0.0,0.0,0.0,0.0
2008,12,DAL,0.0,0.0,0.0,0.0
2008,12,DET,0.0,0.0,0.0,0.0
2008,12,TB,0.0,0.0,0.0,0.0
2008,12,WAS,-3.506526284618303,9.0,-1.885231178952381,1.0
2008,12,SEA,-1.885231178952381,1.0,-3.506526284618303,9.0
2008,13,PHI,0.0,0.0,0.0,0.0
2008,13,ARI,0.0,0.0,0.0,0.0
2008,13,LAC,-2.943009936483577,4.0,-3.9553023423068225,8.0
2008,13,ATL,-3.9553023423068225,8.0,-2.943009936483577,4.0
2008,13,CIN,0.0,0.0,0.0,0.0
2008,13,BAL,0.0,0.0,0.0,0.0
2008,13,CAR,5.424751410585258,8.0,-2.9937234427488875,11.0
2008,13,GB,-2.9937234427488875,11.0,5.424751410585258,8.0
2008,13,MIN,0.0,0.0,0.0,0.0
2008,13,CHI,0.0,0.0,0.0,0.0
2008,13,NYJ,0.0,0.0,0.0,0.0
2008,13,DEN,0.0,0.0,0.0,0.0
2008,13,IND,-1.6514464283827692,7.0,-0.9820797024294734,7.0
2008,13,CLE,-0.9820797024294734,7.0,-1.6514464283827692,7.0
2008,13,HOU,0.0,0.0,0.0,0.0
2008,13,JAX,0.0,0.0,0.0,0.0
2008,13,LV,0.0,0.0,-0.4566513798199594,8.0
2008,13,KC,-0.4566513798199594,8.0,0.0,0.0
2008,13,MIA,-1.3619471464771777,11.0,-1.3862477390794083,8.0
2008,13,LA,-1.3862477390794083,8.0,-1.3619471464771777,11.0
2008,13,NO,-7.38105528295273,6.0,-4.449373949842993,12.0
2008,13,TB,-4.449373949842993,12.0,-7.38105528295273,6.0
2008,13,WAS,0.0,0.0,0.0,0.0
2008,13,NYG,0.0,0.0,0.0,0.0
2008,13,PIT,0.0,0.0,0.0,0.0
2008,13,NE,0.0,0.0,0.0,0.0
2008,13,DAL,0.0,0.0,0.0,0.0
2008,13,SEA,0.0,0.0,0.0,0.0
2008,13,SF,-4.580927003524266,8.0,-3.8144314027158543,4.0
2008,13,BUF,-3.8144314027158543,4.0,-4.580927003524266,8.0
2008,13,DET,0.0,0.0,0.0,0.0
2008,13,TEN,0.0,0.0,0.0,0.0
2008,14,NO,-0.4716912657022476,7.0,-1.711845055455342,4.0
2008,14,ATL,-1.711845055455342,4.0,-0.4716912657022476,7.0
2008,14,CIN,0.0,0.0,0.0,0.0
2008,14,IND,0.0,0.0,0.0,0.0
2008,14,CLE,0.0,0.0,0.0,0.0
2008,14,TEN,0.0,0.0,0.0,0.0
2008,14,DAL,-11.254184759862255,9.0,1.585634435361042,12.0
2008,14,PIT,1.585634435361042,12.0,-11.254184759862255,9.0
2008,14,HOU,2.771110406378284,10.0,-0.014402840519323945,6.0
2008,14,GB,-0.014402840519323945,6.0,2.771110406378284,10.0
2008,14,JAX,0.0,0.0,0.0,0.0
2008,14,CHI,0.0,0.0,0.0,0.0
2008,14,KC,-3.705294984043576,2.0,0.2812843360006809,9.0
2008,14,DEN,0.2812843360006809,9.0,-3.705294984043576,2.0
2008,14,MIA,0.0,0.0,0.0,0.0
2008,14,BUF,0.0,0.0,0.0,0.0
2008,14,MIN,1.3486688260454684,9.0,-0.09569824993377551,4.0
2008,14,DET,-0.09569824993377551,4.0,1.3486688260454684,9.0
2008,14,NE,1.544593079001177,8.0,-1.9546285620890558,4.0
2008,14,SEA,-1.9546285620890558,4.0,1.544593079001177,8.0
2008,14,NYJ,0.0,0.0,0.0,0.0
2008,14,SF,0.0,0.0,0.0,0.0
2008,14,LAC,0.0,0.0,0.0,0.0
2008,14,LV,0.0,0.0,0.0,0.0
2008,14,NYG,0.01796074153821703,1.0,-0.005604997684713453,2.0
2008,14,PHI,-0.005604997684713453,2.0,0.01796074153821703,1.0
2008,14,ARI,0.0,0.0,0.0,0.0
2008,14,LA,0.0,0.0,0.0,0.0
2008,14,TB,-0.982039258461783,1.0,6.246367662912235,4.0
2008,14,CAR,6.246367662912235,4.0,-0.982039258461783,1.0
2008,14,WAS,0.0,0.0,3.9716556460480206,2.0
2008,14,BAL,3.9716556460480206,2.0,0.0,0.0
2008,15,NYJ,-5.424605928822758,8.0,-10.732409784803167,15.0
2008,15,BUF,-10.732409784803167,15.0,-5.424605928822758,8.0
2008,15,PHI,0.0,0.0,0.0,0.0
2008,15,CLE,0.0,0.0,0.0,0.0
2008,15,DEN,0.0,0.0,0.0,0.0
2008,15,CAR,0.0,0.0,0.0,0.0
2008,15,IND,2.3737965857144445,10.0,0.0,0.0
2008,15,DET,0.0,0.0,2.3737965857144445,10.0
2008,15,GB,-0.3304613623768091,7.0,3.0014729812829755,7.0
2008,15,JAX,3.0014729812829755,7.0,-0.3304613623768091,7.0
2008,15,MIN,0.0,0.0,0.0,0.0
2008,15,ARI,0.0,0.0,0.0,0.0
2008,15,LV,0.0,0.0,0.0,0.0
2008,15,NE,0.0,0.0,0.0,0.0
2008,15,CHI,2.490438722074032,14.0,5.274881207155658,5.0
2008,15,NO,5.274881207155658,5.0,2.490438722074032,14.0
2008,15,DAL,5.899826684850268,6.0,0.0,0.0
2008,15,NYG,0.0,0.0,5.899826684850268,6.0
2008,15,PIT,7.1374837235823625,14.0,-2.9444030841696076,7.0
2008,15,BAL,-2.9444030841696076,7.0,7.1374837235823625,14.0
2008,15,LAC,4.3922863588379695,7.0,-1.1717318197479472,6.0
2008,15,KC,-1.1717318197479472,6.0,4.3922863588379695,7.0
2008,15,LA,-1.8829701950307935,5.0,4.3556313390639945,12.0
2008,15,SEA,4.3556313390639945,12.0,-1.8829701950307935,5.0
2008,15,SF,-1.3820284424582496,9.0,-2.987537761335261,9.0
2008,15,MIA,-2.987537761335261,9.0,-1.3820284424582496,9.0
2008,15,ATL,-7.587866741640028,10.0,-5.016911229642574,10.0
2008,15,TB,-5.016911229642574,10.0,-7.587866741640028,10.0
2008,15,TEN,-1.6686738812131807,8.0,-4.948667291842867,11.0
2008,15,HOU,-4.948667291842867,11.0,-1.6686738812131807,8.0
2008,15,WAS,0.0,0.0,0.6652767504565418,10.0
2008,15,CIN,0.6652767504565418,10.0,0.0,0.0
2008,16,ARI,0.0,0.0,0.0,0.0
2008,16,NE,0.0,0.0,0.0,0.0
2008,16,ATL,-3.8558217205572873,7.0,-3.2156910785793924,7.0
2008,16,MIN,-3.2156910785793924,7.0,-3.8558217205572873,7.0
2008,16,DAL,0.03592148307643406,2.0,13.019031883924525,6.0
2008,16,BAL,13.019031883924525,6.0,0.03592148307643406,2.0
2008,16,DEN,-1.39907932409551,10.0,-0.824055029079318,4.0
2008,16,BUF,-0.824055029079318,4.0,-1.39907932409551,10.0
2008,16,NYG,4.233895132943988,6.0,-0.553247417556122,10.0
2008,16,CAR,-0.553247417556122,10.0,4.233895132943988,6.0
2008,16,CIN,0.0,0.0,0.0,0.0
2008,16,CLE,0.0,0.0,0.0,0.0
2008,16,GB,-0.49726733565330505,8.0,2.8669260707727053,5.0
2008,16,CHI,2.8669260707727053,5.0,-0.49726733565330505,8.0
2008,16,LV,0.0,0.0,0.0,0.0
2008,16,HOU,0.0,0.0,0.0,0.0
2008,16,IND,-0.5983929057795203,6.0,-8.32001134287566,18.0
2008,16,JAX,-8.32001134287566,18.0,-0.5983929057795203,6.0
2008,16,MIA,-6.40712915401241,9.0,-10.306528264423832,9.0
2008,16,KC,-10.306528264423832,9.0,-6.40712915401241,9.0
2008,16,NO,0.0,0.0,0.0,0.0
2008,16,DET,0.0,0.0,0.0,0.0
2008,16,NYJ,-4.245919519802555,4.0,-1.950799818849191,7.0
2008,16,SEA,-1.950799818849191,7.0,-4.245919519802555,4.0
2008,16,PHI,0.004640568746253848,16.0,-2.798955296224449,4.0
2008,16,WAS,-2.798955296224449,4.0,0.004640568746253848,16.0
2008,16,TEN,0.0,0.0,0.0,0.0
2008,16,PIT,0.0,0.0,0.0,0.0
2008,16,LAC,0.0,0.0,0.0,0.0
2008,16,TB,0.0,0.0,0.0,0.0
2008,16,LA,-3.0422878459794447,14.0,5.48747102204363,8.0
2008,16,SF,5.48747102204363,8.0,-3.0422878459794447,14.0
2008,17,CAR,-0.9970211907057092,12.0,4.376489208827853,7.0
2008,17,NO,4.376489208827853,7.0,-0.9970211907057092,12.0
2008,17,HOU,1.6909306553425267,9.0,0.030623886301383907,1.0
2008,17,CHI,0.030623886301383907,1.0,1.6909306553425267,9.0
2008,17,CLE,0.0,0.0,0.0,0.0
2008,17,PIT,0.0,0.0,0.0,0.0
2008,17,PHI,0.0,0.0,0.0,0.0
2008,17,DAL,0.0,0.0,0.0,0.0
2008,17,LAC,0.0,0.0,0.0,0.0
2008,17,DEN,0.0,0.0,0.0,0.0
2008,17,GB,0.0,0.0,0.0,0.0
2008,17,DET,0.0,0.0,0.0,0.0
2008,17,JAX,0.0,0.0,0.0,0.0
2008,17,BAL,0.0,0.0,0.0,0.0
2008,17,KC,0.0,0.0,0.0,0.0
2008,17,CIN,0.0,0.0,0.0,0.0
2008,17,NYJ,-4.162528727261815,3.0,-0.5368033844279125,9.0
2008,17,MIA,-0.5368033844279125,9.0,-4.162528727261815,3.0
2008,17,BUF,0.0,0.0,0.0,0.0
2008,17,NE,0.0,0.0,0.0,0.0
2008,17,MIN,1.427698462153785,10.0,-4.629654659715015,3.0
2008,17,NYG,-4.629654659715015,3.0,1.427698462153785,10.0
2008,17,LV,0.48033948335796595,8.0,-0.30548818642273545,8.0
2008,17,TB,-0.30548818642273545,8.0,0.48033948335796595,8.0
2008,17,SEA,0.0,0.0,0.0,0.0
2008,17,ARI,0.0,0.0,0.0,0.0
2008,17,LA,-0.8290440407581627,7.0,5.467190260873768,7.0
2008,17,ATL,5.467190260873768,7.0,-0.8290440407581627,7.0
2008,17,IND,0.0,0.0,0.0,0.0
2008,17,TEN,0.0,0.0,0.0,0.0
2008,17,SF,2.456038310774602,9.0,5.116260541607288,12.0
2008,17,WAS,5.116260541607288,12.0,2.456038310774602,9.0
2008,18,ARI,-0.6335380550008267,10.0,0.030623886301383907,1.0
2008,18,ATL,0.030623886301383907,1.0,-0.6335380550008267,10.0
2008,18,BAL,0.0,0.0,0.0,0.0
2008,18,MIA,0.0,0.0,0.0,0.0
2008,18,LAC,-0.9788771175662987,13.0,-2.164604160876479,9.0
2008,18,IND,-2.164604160876479,9.0,-0.9788771175662987,13.0
2008,18,PHI,0.0,0.0,0.0,0.0
2008,18,MIN,0.0,0.0,0.0,0.0
2008,19,CAR,0.0,0.0,0.0,0.0
2008,19,ARI,0.0,0.0,0.0,0.0
2008,19,BAL,1.1733840952510945,13.0,-2.041276822448708,7.0
2008,19,TEN,-2.041276822448708,7.0,1.1733840952510945,13.0
2008,19,NYG,0.0,0.0,0.0,0.0
2008,19,PHI,0.0,0.0,0.0,0.0
2008,19,LAC,0.0,0.0,0.0,0.0
2008,19,PIT,0.0,0.0,0.0,0.0
2008,20,BAL,-6.676033598836511,1.0,0.01796074153821703,1.0
2008,20,PIT,0.01796074153821703,1.0,-6.676033598836511,1.0
2008,20,ARI,1.6590765224392525,9.0,-2.6059356665355153,10.0
2008,20,PHI,-2.6059356665355153,10.0,1.6590765224392525,9.0
2008,21,PIT,5.303298177201895,15.0,5.2598448021497,14.0
2008,21,ARI,5.2598448021497,14.0,5.303298177201895,15.0
2009,1,NE,1.7810551820732652,5.0,-4.038776108936872,7.0
2009,1,BUF,-4.038776108936872,7.0,1.7810551820732652,5.0
2009,1,GB,3.9959359252098947,9.0,-5.6315430827089585,7.0
2009,1,CHI,-5.6315430827089585,7.0,3.9959359252098947,9.0
2009,1,DAL,0.0,0.0,0.0,0.0
2009,1,TB,0.0,0.0,0.0,0.0
2009,1,DEN,5.883770459433552,4.0,6.977861002703093,11.0
2009,1,CIN,6.977861002703093,11.0,5.883770459433552,4.0
2009,1,NO,0.0,0.0,0.0,0.0
2009,1,DET,0.0,0.0,0.0,0.0
2009,1,IND,-5.704084150260314,9.0,-3.983052827883512,4.0
2009,1,JAX,-3.983052827883512,4.0,-5.704084150260314,9.0
2009,1,KC,-5.254962088307366,5.0,7.513246851977555,13.0
2009,1,BAL,7.513246851977555,13.0,-5.254962088307366,5.0
2009,1,ATL,0.0,0.0,0.0,0.0
2009,1,MIA,0.0,0.0,0.0,0.0
2009,1,CLE,0.0,0.0,0.0,0.0
2009,1,MIN,0.0,0.0,0.0,0.0
2009,1,HOU,0.0,0.0,0.0,0.0
2009,1,NYJ,0.0,0.0,0.0,0.0
2009,1,CAR,0.0,0.0,0.0,0.0
2009,1,PHI,0.0,0.0,0.0,0.0
2009,1,LV,5.6278823919753895,11.0,6.497224270952528,12.0
2009,1,LAC,6.497224270952528,12.0,5.6278823919753895,11.0
2009,1,ARI,-4.032716555404477,11.0,-3.1508335823891684,7.0
2009,1,SF,-3.1508335823891684,7.0,-4.032716555404477,11.0
2009,1,LA,0.0,0.0,0.0,0.0
2009,1,SEA,0.0,0.0,0.0,0.0
2009,1,PIT,-3.475909408996813,8.0,-2.6555118617252447,10.0
2009,1,TEN,-2.6555118617252447,10.0,-3.475909408996813,8.0
2009,1,NYG,-0.6024264327716082,4.0,0.01796074153821703,1.0
2009,1,WAS,0.01796074153821703,1.0,-0.6024264327716082,4.0
2009,2,ARI,0.0,0.0,0.0,0.0
2009,2,JAX,0.0,0.0,0.0,0.0
2009,2,LAC,-5.281862513103988,12.0,-1.5467209969065152,6.0
2009,2,BAL,-1.5467209969065152,6.0,-5.281862513103988,12.0
2009,2,CAR,-2.41685764331487,15.0,-0.4583673537999857,6.0
2009,2,ATL,-0.4583673537999857,6.0,-2.41685764331487,15.0
2009,2,GB,-3.8738522513303906,10.0,-2.5894426787272096,6.0
2009,2,CIN,-2.5894426787272096,6.0,-3.8738522513303906,10.0
2009,2,DEN,0.0,0.0,0.0,0.0
2009,2,CLE,0.0,0.0,0.0,0.0
2009,2,HOU,-4.202837961900514,8.0,-3.086357513384428,5.0
2009,2,TEN,-3.086357513384428,5.0,-4.202837961900514,8.0
2009,2,IND,6.473953656041657,6.0,-0.3025642949505709,17.0
2009,2,MIA,-0.3025642949505709,17.0,6.473953656041657,6.0
2009,2,MIN,0.0,0.0,0.0,0.0
2009,2,DET,0.0,0.0,0.0,0.0
2009,2,NE,-2.8966464867116883,12.0,-2.9304801455000415,7.0
2009,2,NYJ,-2.9304801455000415,7.0,-2.8966464867116883,12.0
2009,2,NO,0.0,0.0,0.0,0.0
2009,2,PHI,0.0,0.0,0.0,0.0
2009,2,DAL,4.380291314479165,3.0,2.463378955377266,13.0
2009,2,NYG,2.463378955377266,13.0,4.380291314479165,3.0
2009,2,LV,3.4596414608574824,17.0,1.640396115199791,11.0
2009,2,KC,1.640396115199791,11.0,3.4596414608574824,17.0
2009,2,CHI,0.3424141570867505,9.0,-5.199279950698838,9.0
2009,2,PIT,-5.199279950698838,9.0,0.3424141570867505,9.0
2009,2,SEA,0.0,0.0,0.0,0.0
2009,2,SF,0.0,0.0,0.0,0.0
2009,2,WAS,-7.857991037191823,10.0,-5.218155220791232,4.0
2009,2,LA,-5.218155220791232,4.0,-7.857991037191823,10.0
2009,2,TB,0.0,0.0,0.0,0.0
2009,2,BUF,0.0,0.0,0.0,0.0
2009,3,ATL,0.0,0.0,0.0,0.0
2009,3,NE,0.0,0.0,0.0,0.0
2009,3,DAL,0.0,0.0,0.0,0.0
2009,3,CAR,0.0,0.0,0.0,0.0
